时间,黏度(实时),密度,油温,水活性,4umISO,6umISO,14umISO,NAS等级,黏度,介电常数
2022-10-3 0:03,63.72,0.843,25.15,0.67,17,14,10,6,31.89,2.22
2022-10-3 0:18,64.09,0.842,25.04,0.67,16,14,10,6,31.89,2.22
2022-10-3 0:33,64.25,0.843,25.01,0.67,16,14,10,6,31.94,2.22
2022-10-3 0:48,64.38,0.843,24.99,0.67,17,14,10,6,31.88,2.22
2022-10-3 1:03,64.4,0.843,24.95,0.67,16,14,10,6,31.86,2.22
2022-10-3 1:18,64.73,0.843,24.88,0.67,16,14,10,6,31.89,2.22
2022-10-3 1:33,64.85,0.843,24.86,0.67,17,14,11,6,31.98,2.22
2022-10-3 1:48,64.92,0.843,24.78,0.67,17,14,10,6,31.85,2.22
2022-10-3 2:03,64.92,0.843,24.78,0.67,17,14,10,6,31.85,2.22
2022-10-3 2:18,64.67,0.84,24.53,0.67,17,14,10,6,31.6,2.22
2022-10-3 2:33,65.36,0.843,24.63,0.67,16,14,11,6,31.81,2.22
2022-10-3 2:48,65.73,0.842,24.62,0.67,16,14,11,6,31.95,2.22
2022-10-3 3:03,65.68,0.842,24.61,0.67,17,14,10,6,31.94,2.22
2022-10-3 3:18,65.76,0.843,24.54,0.67,17,14,11,6,31.81,2.22
2022-10-3 3:33,65.93,0.842,24.5,0.67,17,14,10,6,31.84,2.22
2022-10-3 3:48,66.09,0.842,24.45,0.67,16,14,10,6,31.86,2.22
2022-10-3 4:03,66.47,0.842,24.4,0.67,16,14,10,6,31.93,2.22
2022-10-3 4:18,66.52,0.842,24.35,0.67,16,14,10,6,31.92,2.22
2022-10-3 4:33,66.75,0.842,24.35,0.67,16,14,10,6,31.97,2.22
2022-10-3 4:48,66.84,0.842,24.24,0.67,17,14,10,6,31.87,2.22
2022-10-3 5:03,67.19,0.842,24.2,0.67,16,14,11,6,31.9,2.22
2022-10-3 5:18,67.61,0.841,24.11,0.67,16,14,11,6,31.98,2.22
2022-10-3 5:33,67.78,0.841,24.1,0.67,16,14,11,6,31.99,2.22
2022-10-3 5:48,67.96,0.841,24.03,0.67,16,14,11,6,31.93,2.22
2022-10-3 6:03,68.3,0.841,23.92,0.67,16,14,11,6,31.94,2.22
2022-10-3 6:18,68.51,0.841,23.77,0.67,16,14,11,6,31.91,2.22
2022-10-3 6:33,69.13,0.841,23.68,0.67,16,14,11,6,32.04,2.22
2022-10-3 6:48,69.4,0.841,23.61,0.67,17,14,10,6,31.94,2.22
2022-10-3 7:03,69.79,0.841,23.46,0.67,16,14,10,6,31.95,2.23
2022-10-3 7:18,70.4,0.84,23.36,0.67,17,14,10,6,31.96,2.23
2022-10-3 7:33,71.16,0.839,23.37,0.67,17,14,10,6,32.23,2.23
2022-10-3 7:48,71.29,0.839,23.21,0.67,17,14,10,6,32.13,2.23
2022-10-3 8:03,72.32,0.838,23.16,0.67,16,14,11,6,32.37,2.23
2022-10-3 8:18,72.26,0.838,23,0.67,17,14,10,6,32.2,2.23
2022-10-3 8:33,72.62,0.839,22.93,0.67,17,14,10,6,32.19,2.23
2022-10-3 8:48,72.82,0.838,22.83,0.67,16,14,10,6,32.15,2.23
2022-10-3 9:03,73.2,0.839,22.79,0.67,17,14,10,6,32.19,2.23
2022-10-3 9:18,73.9,0.838,22.71,0.67,16,14,10,6,32.37,2.23
2022-10-3 9:33,74.08,0.838,22.6,0.67,17,14,11,6,32.26,2.23
2022-10-3 9:48,74.38,0.837,22.57,0.67,17,14,10,6,32.35,2.23
2022-10-3 10:03,74.59,0.837,22.51,0.67,16,14,11,6,32.33,2.23
2022-10-3 10:18,74.94,0.837,22.41,0.67,17,14,11,6,32.34,2.23
2022-10-3 10:33,75.15,0.837,22.35,0.67,16,14,10,6,32.28,2.23
2022-10-3 10:48,75.56,0.837,22.3,0.67,17,14,11,6,32.39,2.23
2022-10-3 11:03,75.52,0.837,22.28,0.67,17,14,10,6,32.29,2.23
2022-10-3 11:18,75.9,0.837,22.19,0.67,17,14,10,6,32.33,2.23
2022-10-3 11:33,76.11,0.836,22.21,0.67,16,14,11,6,32.43,2.23
2022-10-3 11:48,76.17,0.837,22.22,0.67,17,14,11,6,32.49,2.23
2022-10-3 12:03,76.33,0.836,22.19,0.67,16,14,10,6,32.45,2.23
2022-10-3 12:18,76.14,0.836,22.2,0.67,16,14,10,6,32.44,2.23
2022-10-3 12:33,76.07,0.836,22.22,0.67,17,14,11,6,32.43,2.23
2022-10-3 12:48,75.84,0.837,22.25,0.67,16,14,11,6,32.38,2.23
2022-10-3 13:03,75.89,0.836,22.29,0.67,16,14,11,6,32.48,2.23
2022-10-3 13:18,75.51,0.837,22.31,0.67,16,14,10,6,32.36,2.23
2022-10-3 13:33,75.59,0.836,22.35,0.67,17,14,10,6,32.47,2.23
2022-10-3 13:48,75.07,0.837,22.38,0.67,16,14,11,6,32.22,2.23
2022-10-3 14:03,75.13,0.837,22.45,0.67,17,14,10,6,32.48,2.23
2022-10-3 14:18,74.81,0.837,22.46,0.67,16,14,10,6,32.3,2.23
2022-10-3 14:33,74.69,0.837,22.51,0.67,17,14,11,6,32.33,2.23
2022-10-3 14:48,74.27,0.838,22.55,0.67,17,14,11,6,32.32,2.23
2022-10-3 15:03,74.1,0.838,22.57,0.67,16,14,11,6,32.16,2.23
2022-10-3 15:18,74.13,0.838,22.61,0.67,16,14,11,6,32.28,2.23
2022-10-3 15:33,74.18,0.837,22.58,0.67,16,14,11,6,32.26,2.23
2022-10-3 15:48,73.74,0.839,22.63,0.67,16,14,11,6,32.15,2.23
2022-10-3 16:03,74,0.838,22.61,0.67,16,14,10,6,32.27,2.23
2022-10-3 16:18,73.58,0.839,22.66,0.67,17,14,10,6,32.18,2.23
2022-10-3 16:33,73.95,0.838,22.66,0.67,17,14,10,6,32.28,2.23
2022-10-3 16:48,74.04,0.838,22.64,0.67,16,14,11,6,32.33,2.23
2022-10-3 17:03,73.91,0.838,22.65,0.67,16,14,10,6,32.26,2.23
2022-10-3 17:18,73.97,0.838,22.66,0.67,17,14,11,6,32.36,2.23
2022-10-3 17:33,74.06,0.838,22.58,0.67,16,14,10,6,32.26,2.23
2022-10-3 17:48,73.9,0.838,22.59,0.67,16,14,10,6,32.15,2.23
2022-10-3 18:03,74.08,0.838,22.57,0.67,16,14,11,6,32.22,2.23
2022-10-3 18:18,74.4,0.837,22.56,0.67,16,14,11,6,32.3,2.23
2022-10-3 18:33,74.33,0.838,22.5,0.67,17,14,10,6,32.28,2.23
2022-10-3 18:48,74.58,0.838,22.46,0.67,16,14,11,6,32.18,2.23
2022-10-3 19:03,75.01,0.837,22.43,0.67,17,14,10,6,32.27,2.23
2022-10-3 19:18,75.14,0.837,22.39,0.67,17,14,11,6,32.29,2.23
2022-10-3 19:33,75.55,0.837,22.32,0.67,17,14,10,6,32.38,2.23
2022-10-3 19:48,75.77,0.836,22.27,0.67,17,14,11,6,32.44,2.23
2022-10-3 20:03,76.16,0.836,22.15,0.67,17,14,11,6,32.4,2.23
2022-10-3 20:18,76.59,0.835,22.13,0.67,16,14,10,6,32.47,2.23
2022-10-3 20:33,76.86,0.835,22.04,0.67,16,14,10,6,32.41,2.23
2022-10-3 20:48,77.18,0.835,21.98,0.67,17,14,10,6,32.43,2.23
2022-10-3 21:03,77.52,0.836,21.92,0.67,16,14,11,6,32.46,2.23
2022-10-3 21:18,77.94,0.835,21.81,0.67,16,14,11,6,32.46,2.23
2022-10-3 21:33,78.61,0.834,21.76,0.67,16,14,10,6,32.56,2.23
2022-10-3 21:48,78.74,0.834,21.68,0.67,16,14,10,6,32.56,2.23
2022-10-3 22:03,79.03,0.834,21.58,0.67,17,14,11,6,32.46,2.23
2022-10-3 22:18,79.39,0.834,21.56,0.67,17,14,11,6,32.62,2.23
2022-10-3 22:33,79.6,0.834,21.51,0.67,16,14,11,6,32.61,2.23
2022-10-3 22:48,80.02,0.834,21.45,0.67,16,14,11,6,32.68,2.23
2022-10-3 23:03,80.43,0.833,21.36,0.67,17,14,11,6,32.67,2.23
2022-10-3 23:18,80.66,0.833,21.31,0.67,17,14,10,6,32.65,2.23
2022-10-3 23:33,81.04,0.833,21.27,0.67,16,14,11,6,32.68,2.23
2022-10-3 23:48,81.07,0.833,21.25,0.67,16,14,11,6,32.72,2.23
2022-10-4 0:03,81.07,0.833,21.25,0.67,17,14,11,6,32.72,2.23
2022-10-4 0:18,81.7,0.832,21.13,0.67,16,14,10,6,32.72,2.23
2022-10-4 0:33,81.97,0.832,21.12,0.67,16,14,10,6,32.79,2.23
2022-10-4 0:48,82.35,0.832,21.01,0.67,17,14,10,6,32.78,2.23
2022-10-4 1:03,82.46,0.832,21,0.67,16,14,11,6,32.71,2.23
2022-10-4 1:18,83.14,0.831,20.94,0.67,16,14,11,6,32.79,2.23
2022-10-4 1:33,83.3,0.831,20.92,0.67,17,14,10,6,32.88,2.23
2022-10-4 1:48,83.23,0.832,20.84,0.67,16,14,11,6,32.75,2.23
2022-10-4 2:03,83.89,0.831,20.82,0.67,16,14,11,6,32.94,2.23
2022-10-4 2:18,84.17,0.83,20.71,0.67,16,14,11,6,32.88,2.23
2022-10-4 2:33,84.8,0.83,20.65,0.67,16,14,11,6,32.94,2.23
2022-10-4 2:48,84.76,0.83,20.56,0.67,16,14,11,6,32.87,2.23
2022-10-4 3:03,85.24,0.83,20.51,0.67,17,14,11,6,32.92,2.23
2022-10-4 3:18,85.28,0.83,20.43,0.67,17,14,11,6,32.89,2.23
2022-10-4 3:33,85.62,0.83,20.45,0.67,17,14,11,6,32.95,2.23
2022-10-4 3:48,86.06,0.83,20.37,0.67,17,14,10,6,32.95,2.23
2022-10-4 4:03,86.24,0.83,20.33,0.67,17,14,11,6,32.89,2.23
2022-10-4 4:18,86.34,0.829,20.32,0.67,16,14,10,6,32.97,2.23
2022-10-4 4:33,86.58,0.829,20.26,0.67,16,14,10,6,32.94,2.23
2022-10-4 4:48,86.77,0.829,20.25,0.67,17,14,11,6,32.98,2.23
2022-10-4 5:03,86.95,0.829,20.18,0.67,16,14,11,6,32.93,2.23
2022-10-4 5:18,87.43,0.829,20.15,0.67,16,14,10,6,33.02,2.23
2022-10-4 5:33,87.8,0.828,20.1,0.67,17,14,11,6,33.05,2.23
2022-10-4 5:48,88.16,0.828,20.06,0.67,16,14,10,6,33.16,2.23
2022-10-4 6:03,88.62,0.827,20,0.67,16,14,11,6,33.13,2.23
2022-10-4 6:18,88.4,0.828,19.96,0.67,17,14,11,6,33.04,2.23
2022-10-4 6:33,88.52,0.828,19.95,0.67,17,14,10,6,33.05,2.23
2022-10-4 6:48,88.52,0.828,19.95,0.67,16,14,11,6,33.05,2.23
2022-10-4 7:03,88.32,0.826,19.75,0.67,16,14,11,6,32.85,2.23
2022-10-4 7:18,89.58,0.826,19.86,0.67,17,14,10,6,33.22,2.23
2022-10-4 7:33,89.5,0.827,19.81,0.67,16,14,11,6,33.15,2.23
2022-10-4 7:48,89.63,0.827,19.78,0.67,17,14,11,6,33.25,2.23
2022-10-4 8:03,90.1,0.826,19.75,0.67,17,14,11,6,33.23,2.23
2022-10-4 8:18,90.08,0.826,19.76,0.67,17,14,10,6,33.22,2.23
2022-10-4 8:33,90.2,0.826,19.71,0.67,16,14,11,6,33.17,2.23
2022-10-4 8:48,90.06,0.826,19.74,0.67,17,14,10,6,33.19,2.23
2022-10-4 9:03,90.79,0.825,19.72,0.67,16,14,10,6,33.38,2.23
2022-10-4 9:18,90.91,0.825,19.7,0.67,16,14,10,6,33.4,2.23
2022-10-4 9:33,90.05,0.827,19.75,0.67,17,14,11,6,33.24,2.23
2022-10-4 9:48,90.05,0.827,19.7,0.67,16,14,11,6,33.16,2.23
2022-10-4 10:03,90.33,0.826,19.73,0.67,16,14,11,6,33.26,2.23
2022-10-4 10:18,90.15,0.826,19.73,0.67,16,14,10,6,33.17,2.23
2022-10-4 10:33,90.04,0.827,19.77,0.67,17,14,10,6,33.25,2.23
2022-10-4 10:48,90.36,0.826,19.69,0.67,17,14,11,6,33.17,2.23
2022-10-4 11:03,90.27,0.826,19.78,0.67,16,14,10,6,33.25,2.23
2022-10-4 11:18,90.14,0.825,19.8,0.67,17,14,10,6,33.29,2.23
2022-10-4 11:33,89.82,0.826,19.82,0.67,17,14,10,6,33.32,2.23
2022-10-4 11:48,89.31,0.827,19.85,0.67,16,14,10,6,33.18,2.23
2022-10-4 12:03,89.36,0.827,19.91,0.67,16,14,11,6,33.28,2.23
2022-10-4 12:18,89.32,0.827,19.91,0.67,17,14,10,6,33.22,2.23
2022-10-4 12:33,89.23,0.827,19.96,0.67,16,14,10,6,33.27,2.23
2022-10-4 12:48,88.62,0.827,19.98,0.67,16,14,11,6,33.21,2.23
2022-10-4 13:03,88.38,0.827,20.05,0.67,16,14,11,6,33.22,2.23
2022-10-4 13:18,87.77,0.828,20.13,0.67,17,14,11,6,33.05,2.23
2022-10-4 13:33,87.28,0.829,20.19,0.67,17,14,11,6,33.06,2.23
2022-10-4 13:48,86.36,0.829,20.38,0.67,16,14,11,6,33.08,2.23
2022-10-4 14:03,85.74,0.829,20.51,0.67,16,14,11,6,33.05,2.23
2022-10-4 14:18,84.9,0.83,20.56,0.67,17,14,10,6,32.86,2.23
2022-10-4 14:33,84.25,0.831,20.65,0.67,16,14,11,6,32.88,2.23
2022-10-4 14:48,84.15,0.831,20.72,0.67,17,14,10,6,32.85,2.23
2022-10-4 15:03,83.57,0.831,20.8,0.67,16,14,10,6,32.85,2.23
2022-10-4 15:18,82.89,0.832,20.91,0.67,17,14,11,6,32.83,2.23
2022-10-4 15:33,82.47,0.832,20.98,0.67,17,14,11,6,32.68,2.23
2022-10-4 15:48,81.93,0.833,21.1,0.67,16,14,10,6,32.75,2.23
2022-10-4 16:03,81.6,0.833,21.13,0.67,17,14,11,6,32.73,2.23
2022-10-4 16:18,81.51,0.833,21.16,0.67,16,14,10,6,32.67,2.23
2022-10-4 16:33,80.94,0.833,21.21,0.67,17,14,10,6,32.6,2.23
2022-10-4 16:48,81.01,0.833,21.28,0.67,17,14,11,6,32.68,2.23
2022-10-4 17:03,80.65,0.834,21.31,0.67,16,14,10,6,32.64,2.23
2022-10-4 17:18,80.43,0.834,21.31,0.67,17,14,11,6,32.55,2.23
2022-10-4 17:33,80.33,0.834,21.34,0.67,17,14,10,6,32.57,2.23
2022-10-4 17:48,80.33,0.834,21.34,0.67,16,14,11,6,32.57,2.23
2022-10-4 18:03,80.11,0.836,21.13,0.67,17,14,11,6,32.92,2.23
2022-10-4 18:18,80.32,0.834,21.37,0.67,16,14,10,6,32.64,2.23
2022-10-4 18:33,80.64,0.833,21.36,0.67,17,14,11,6,32.65,2.23
2022-10-4 18:48,80.23,0.834,21.41,0.67,17,14,11,6,32.63,2.23
2022-10-4 19:03,80.65,0.833,21.38,0.67,16,14,11,6,32.77,2.23
2022-10-4 19:18,80.32,0.834,21.4,0.67,17,14,10,6,32.73,2.23
2022-10-4 19:33,80.6,0.833,21.35,0.67,17,14,11,6,32.65,2.23
2022-10-4 19:48,80.88,0.833,21.33,0.67,17,14,11,6,32.7,2.23
2022-10-4 20:03,81.1,0.832,21.33,0.67,17,14,10,6,32.76,2.23
2022-10-4 20:18,81.15,0.832,21.26,0.67,16,14,11,6,32.69,2.23
2022-10-4 20:33,81.33,0.832,21.25,0.67,16,14,10,6,32.74,2.23
2022-10-4 20:48,81.72,0.832,21.2,0.67,16,14,11,6,32.89,2.23
2022-10-4 21:03,81.95,0.832,21.14,0.67,17,14,11,6,32.81,2.23
2022-10-4 21:18,81.83,0.832,21.12,0.67,16,14,11,6,32.72,2.23
2022-10-4 21:33,82.45,0.831,21.08,0.67,17,14,10,6,32.86,2.23
2022-10-4 21:48,82.47,0.832,21.03,0.67,17,14,10,6,32.79,2.23
2022-10-4 22:03,82.76,0.832,20.99,0.67,17,14,11,6,32.86,2.23
2022-10-4 22:18,83.04,0.831,20.96,0.67,17,14,11,6,32.88,2.23
2022-10-4 22:33,82.95,0.832,20.87,0.67,16,14,10,6,32.76,2.23
2022-10-4 22:48,83.4,0.831,20.88,0.67,16,14,11,6,32.84,2.23
2022-10-4 23:03,83.54,0.831,20.77,0.67,16,14,10,6,32.86,2.23
2022-10-4 23:18,84,0.831,20.71,0.67,17,14,10,6,32.86,2.23
2022-10-4 23:33,84.55,0.83,20.66,0.67,16,14,10,6,32.91,2.23
2022-10-4 23:48,84.73,0.83,20.61,0.67,17,14,10,6,32.94,2.23
2022-10-5 0:03,84.73,0.83,20.61,0.67,17,14,11,6,32.94,2.23
2022-10-5 0:18,85.76,0.829,20.52,0.67,17,14,11,6,33.12,2.23
2022-10-5 0:33,85.85,0.829,20.42,0.67,17,14,11,6,32.96,2.23
2022-10-5 0:48,85.85,0.829,20.42,0.67,17,14,11,6,32.96,2.23
2022-10-5 1:03,86.77,0.829,20.37,0.67,17,14,10,6,33.08,2.23
2022-10-5 1:18,86.61,0.829,20.29,0.67,17,14,10,6,33.07,2.23
2022-10-5 1:33,87.22,0.828,20.26,0.67,17,14,10,6,33.08,2.23
2022-10-5 1:48,87.09,0.829,20.2,0.67,16,14,11,6,32.98,2.23
2022-10-5 2:03,87.09,0.829,20.2,0.67,16,14,10,6,32.98,2.23
2022-10-5 2:18,86.89,0.826,19.99,0.67,17,14,11,6,32.78,2.23
2022-10-5 2:33,88.07,0.827,20.15,0.67,16,14,10,6,33.22,2.23
2022-10-5 2:48,87.6,0.828,20.12,0.67,17,14,11,6,33.06,2.23
2022-10-5 3:03,88,0.828,20.08,0.67,17,14,10,6,33.11,2.23
2022-10-5 3:18,88.08,0.828,20.1,0.67,16,14,11,6,33.2,2.23
2022-10-5 3:33,87.77,0.828,20.08,0.67,16,14,11,6,33.03,2.23
2022-10-5 3:48,88.4,0.827,20.03,0.67,17,14,10,6,33.09,2.23
2022-10-5 4:03,88.37,0.827,20.06,0.67,16,14,10,6,33.2,2.23
2022-10-5 4:18,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 4:33,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 4:48,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 5:03,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 5:18,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 5:33,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 5:48,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 6:03,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 6:18,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 6:33,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 6:48,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 7:03,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 7:18,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 7:33,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 7:48,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 8:03,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 8:18,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 8:33,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 8:48,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 9:03,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 9:18,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 9:33,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 9:48,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 10:03,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 10:18,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 10:33,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 10:48,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 11:03,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 11:18,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 11:33,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 11:48,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 12:03,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 12:18,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 12:33,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
2022-10-5 12:48,87.84,0.828,20.08,0.67,16,14,10,6,33.12,2.23
